incidentid,age,age category ,gender,race,schoolaffiliation,shooteroutcome,shooterdied,injury,chargesfiled,verdict,minorchargedadult,criminalhistory
20190205MNMIM,31,Adult,Male,Unknown,No Relation,Apprehended/Killed by LE,No,None,Second degree assault,"Waived self-defense claims and pleaded guilty to first-degree assault, sentenced to more than seven years in prison.",N/A,
20190208MDFRB,25,Adult,Male,Black,No Relation,Apprehended/Killed by LE,No,None,attempted first degree murder and firearms violations,,N/A,
20190212MOCEK,21,Adult,Female,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,"Jamya D. Norfleet, 21, was charged with second-degree murder, unlawful use of a weapon and armed criminal actionTaylor McMillon, 18, was charged with second-degree murder, unlawful use of a weapon and hindering the prosecution.",28-year prison sentence after she pleaded guilty,N/A,null
20190214NMV.R,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,Attempted murder,,,
20190217COEAA,31,Adult,Male,Black,Other Staff,Surrendered,No,None,1st degree murder,,N/A,
20190226ALROM,Teen,Adult,Male,Black,Student,Fled/Apprehended,No,None,,,,
20190301KSHIM,26,Adult,Male,White,No Relation,Apprehended/Killed by LE,No,Wounded,three counts of aggravated assault on a law enforcement officer and criminal discharge of a firearm at a structure. ,plead guilty to two counts of aggravated assault on a law enforcement officer and one count of discharge of a gun into an occupied dwelling,N/A,null
20190313FLLAO,17,Teen,Female,Unknown,Student,Suicide,Yes,Suicide,Suicide,,N/A,
20190322ALBLB,74,Adult,Male,White,Teacher,Surrendered,No,Wounded,"charged with possession of a deadly weapon on school grounds, aggravated assault, and reckless endangerment.","Convicted of possession of a firearm in a prohibited place, reckless endangerment, and third-degree assault.",N/A,
20190327MSSVH,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,,,,
20190401ARPRP,14,Minor,Male,Unknown,Student,Apprehended/Killed by SRO,No,None,,,,
20190403COAUA,30,Adult,Male,Other,Other Staff,Fled/Apprehended,No,None,"Carrying concealed weapon, making violent threats",,N/A,
20190403FLSAJ,,Unknown,,Unknown,No Relation,Fled/Escaped,No,None,,,,
20190405WISTM,59,Adult,Male,Unknown,Other Staff,Unknown,No,None,Fired from the school and pleaded guilty to possessing a firearm on school grounds.,pleaded guilty Friday to possessing a firearm on school grounds - served 4 days (time served),N/A,
20190407MAHOL,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,,,,
20190410TXROH,,Unknown,Male,Unknown,No Relation,Fled/Escaped,No,None,,,,
20190410TXROH,,Unknown,Male,Unknown,No Relation,Fled/Escaped,No,None,,,,
20190417ILWAL,Teen,Adult,Male,Unknown,Student,Suicide,Yes,Suicide,Suicide,,N/A,
20190424ARCOC,14,Minor,Male,Unknown,Student,Suicide,Yes,Suicide,Suicide,,N/A,
20190425GAWYS,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,,,,
20190426GACRF,Adult,Adult,,Unknown,Parent,Fled/Escaped,No,None,,,,
20190430FLWEW,Adult,Adult,,N/A,Police Officer/SRO,Law Enforcement,No,None,,,,
20190430VACDW,16,Teen,Male,Unknown,Student,Apprehended/Killed by SRO,No,None,,,,
20190507COSTH,18,Adult,Male,White,Student,Apprehended/Killed by LE,No,None,"48 criminal counts, including ""first-degree murder after deliberation, arson and burglary""","Guilty of 46 charges, including first-degree murder, life without parole",No,No
20190507COSTH,16,Teen,Transgender,White,Student,Apprehended/Killed by LE,No,None,"48 criminal counts, including ""first-degree murder after deliberation, arson and burglary""","Plea for 16YO shooter (Maya McKinney, also known as ""Alec,"" pleaded guilty to the following counts:
•first-degree murder in the death of Kendrick Castillo;
•conspiracy to commit first-degree murder after deliberation;
•6 counts of attempted murder after d",Yes,No
20190508ILSEC,18,Adult,Male,Hispanic,No Relation,Fled/Apprehended,No,None,"First degree murder, aggravated battery with a firearm",,N/A,
20190517FLTEJ,19,Adult,Male,Black,Unknown,Fled/Apprehended,No,None,Attempted murder,,,
20190517ORPAP,18,Adult,Male,Hispanic,Student,Subdued by Students/Staff/Other,No,None,"Granados-Diaz was charged with possession of a firearm in a public building, attempting to discharge a firearm at a school, reckless endangerment and possession of a loaded firearm in a public place.",,,
20190530DCHEW,,Unknown,,Unknown,No Relation,Fled/Escaped,No,None,,,,
20190606ILGEC,,Unknown,,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,,,,
20190610ILMEW,15,Teen,Male,Unknown,No Relation,Fled/Apprehended,No,None,"Perez charged with aggravated discharge of a firearm within 1,000 feet of a school and aggravated unlawful use of a weapon — possession of a firearm by a felon",,No,
20190610ILMEW,27,Adult,Male,Unknown,No Relation,Fled/Apprehended,No,None,"Perez charged with aggravated discharge of a firearm within 1,000 feet of a school and aggravated unlawful use of a weapon — possession of a firearm by a felon",,No,
20190612DCHEW,,Unknown,,Unknown,No Relation,Fled/Escaped,No,None,,,,
20190612PAJEE,16,Teen,Male,Unknown,No Relation,Fled/Apprehended,No,None,"three counts of attempted murder, aggravated assault and conspiracy to commit aggravated assault",,Yes,
20190612PAJEE,18,Adult,Female,Unknown,Intimate Relationship,Fled/Apprehended,No,None,"three counts of attempted murder, aggravated assault and conspiracy to commit aggravated assault",,N/A,
20190613NJTAW,46,Adult,Male,White,Unknown,Surrendered,No,None,"Unlawful possession of weapon, trespassing on school grounds, possession of hollow-point bullets",,N/A,
20190621MICAF,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,,,,
20190629COJAC,,Unknown,Male,Unknown,No Relation,Fled/Escaped,No,None,,,,
20190701NYSCN,Adult,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,,,,
20190702AKWIA,22,Adult,Male,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,Assault 1 and Reckless Endangerment,,N/A,
20190711CTBUH,23,Adult,Female,Hispanic,No Relation,Fled/Apprehended,No,None,Murder; Attempted Murder,,N/A,
20190719CAMOS,Teen,Adult,Male,Unknown,Unknown,Fled/Escaped,No,None,No suspect to charge,,,
20190808ALBLM,38,Adult,Male,Unknown,Parent,Surrendered,No,None,Discharging a firearm into an occupied vehicle,Ordered to mental health treatment,N/A,
20190815TNEAN,15,Teen,Male,Unknown,Rival School Student,Fled/Apprehended,No,None,,,,
20190817GALAA,15,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,,,No,
20190820PASAC,Adult,Adult,Male,Unknown,Parent,Surrendered,No,Wounded,,,,
20190823GAPEC,15,Teen,Male,Unknown,Unknown,Unknown,No,None,aggravated assault and aggravated battery,,No,
20190823MOPAS,,Unknown,Male,Unknown,Unknown,Fled/Escaped,No,None,No suspect to charge,,,
20190823MOROS,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,,,,
20190824PAWIP,,Unknown,Male,Unknown,No Relation,Fled/Escaped,No,None,,,,
20190827CAHOL,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,No suspect to charge,,N/A,
20190827NYROR,Adult,Adult,Male,Unknown,Unknown,Fled/Escaped,No,None,,,N/A,
20190830ALLAM,17,Teen,Male,Black,Student,Fled/Apprehended,No,None,9 counts of attempted murder,null,Yes,null
20190830NCKIK,17,Teen,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,"Ni’yon Lathon, 17, of Kinston and Rahmel Gray, 19, of Pink Hill were arrested in connection to the shooting.

Lathon was charged with Possession of a Weapon on Educational Property, Discharging a firearm on Educational Property, Possession of a Handgun by",,,
20190830OHCET,,Unknown,Male,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,,,,
20190902MDNOB,,Unknown,,Unknown,No Relation,Fled/Escaped,No,None,,,N/A,
20190906ALCEC,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,No suspect to charge,,N/A,
20190906PAMCJ,40,Adult,Male,Black,Unknown,Fled/Apprehended,No,None,homicide and reckless endangerment,,N/A,
20190906PAWEM,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,,,,
20190910SCSOA,Teen,Adult,Male,Black,Unknown,Fled/Escaped,No,None,"A 17-year-old juvenile has been charged with trespassing, disorderly conduct and disturbing schools, according to an Aiken Department of Public Safety news release.

 Unknown suspect
An unidentified suspect stands with a gun at in the South Aiken High Sch",,No,
20190912KSMAM,Adult,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,"Four people were taken into custody, and the driver was arrested by the Kansas Highway Patrol for violations stemming from the chase",,N/A,
20190913UTGRW,,Unknown,Male,Unknown,No Relation,Fled/Apprehended,No,None,8 arrested,,,
20190913VAETN,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,,,,
20190914TXEAF,Adult,Adult,Male,Unknown,Relative,Fled/Escaped,No,None,,,,
20190916ILILK,,Unknown,Male,Unknown,No Relation,Fled/Escaped,No,None,,,,
20190916VAPHH,,Unknown,Male,Unknown,No Relation,Fled/Apprehended,No,None,Charges pending,,N/A,
20190920PASIP,,Unknown,Male,Unknown,Unknown,Fled/Escaped,No,None,,,,
20190927NCZEC,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,,,,
20191002GASOA,Adult,Adult,Male,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Subdued by Students/Staff/Other,No,None,,,,
20191008COSHS,16,Teen,Male,Unknown,Rival School Student,Fled/Apprehended,No,None,"Charged as an adult with attempted murder, assault with a deadly weapon, illegal discharge of a firearm, possession of a weapon on school grounds, and a misdemeanor count of possession of a handgun by a juvenile.",,,
20191008TXWEH,,Unknown,,Unknown,Student,Unknown,No,None,,,,
20191009MAGRL,,Unknown,Male,Asian,Unknown,Fled/Apprehended,No,None,"12YOM charged, 11YOMs cannot be charged under state law",,No,
20191009MAGRL,,Unknown,Male,Asian,Unknown,Fled/Apprehended,No,None,"12YOM charged, 11YOMs cannot be charged under state law",,No,
20191011LARAR,15,Teen,Male,Unknown,Unknown,Fled/Apprehended,No,None,"Nickerson was booked on the following charges:

First Degree Murder (Attempted),
Illegal Carrying of a Weapon
Carrying a firearm or dangerous weapon by a student or non-student at a school
Unlawful disruption of the operation of a school.
Officers are sti",,,
20191015LAGEN,,Unknown,Male,Unknown,Unknown,Fled/Escaped,No,None,,,,
20191018GACRS,19,Adult,,Unknown,Unknown,Fled/Escaped,No,None,Charged with possession of a weapon on school grounds.,,,
20191018OHWOT,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,No suspect to charge,,,
20191022CARIS,17,Teen,Male,Black,Student,Fled/Apprehended,No,None,Charged with attempted murder and three additional felony charges,"2 years as juvenile, judge denied move to adult court",Yes,null
20191027MDLAL,34,Adult,Male,Hispanic,No Relation,Fled/Apprehended,No,None,"attempted second-degree murder, first-degree assault, reckless endangerment and the use of a handgun in a felony",,N/A,
20191029NYNEN,,Unknown,Male,Black,Student,Fled/Escaped,No,None,,,,
20191108CAEDS,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,,,,
20191108TXROD,,Unknown,Male,Unknown,Unknown,Fled/Escaped,No,None,,,,
20191111MDACB,,Unknown,Male,Unknown,Unknown,Fled/Escaped,No,None,,,,
20191113CAESL,Adult,Adult,,N/A,Police Officer/SRO,Law Enforcement,No,None,,,,
20191114CASAS,16,Teen,Male,Asian,Student,Suicide,Yes,Suicide,Died,,N/A,
20191115NJPLP,31,Adult,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,three counts of attempted murder and two weapons counts,,N/A,
20191121ILRIO,19,Adult,Male,Black,Student,Fled/Apprehended,No,None,criminal damage to property and battery,,No,
20191124CASEU,18,Adult,Male,Hispanic,No Relation,Fled/Apprehended,No,None,Murder X2,,,
20191124CASEU,17,Teen,Male,Hispanic,No Relation,Fled/Apprehended,No,None,Murder X2,,,
20191125ILCAC,,Unknown,Male,Unknown,No Relation,Fled/Escaped,No,None,,,,
20191126WASAV,38,Adult,Male,Black,Parent,Fled/Apprehended,Yes,Suicide,Suicide,,N/A,
20191201ALMOM,31,Adult,Male,White,No Relation,Fled/Apprehended,No,None,,,,
20191202WIWAW,17,Teen,Male,Unknown,Student,Apprehended/Killed by SRO,No,Wounded,felony count of second-degree recklessly endangering safety and a dozen other felony bail jumping counts,Plead no contest: misdemeanor possession of a dangerous weapon at a school and a single count of felony bail jumping,No,null
20191203WIOSO,Adult,Adult,Male,Unknown,Police Officer/SRO,Law Enforcement,No,Wounded,,,N/A,
20191203WITHM,13,Minor,Male,Unknown,Student,Fled/Apprehended,No,None,suspicion of possessing a firearm on school grounds,,,
20191204NMPIL,Adult,Adult,Male,Hispanic,Police Officer/SRO,Law Enforcement,No,None,Prohibited use of a firearm,,N/A,
20191210ALDED,22,Adult,Male,White,Intimate Relationship,Fled/Apprehended,No,None,"discharging a firearm within city limits, reckless endangerment and bond revocation",,N/A,
20191210KSJCK,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,,,,
20191210NJSAJ,47,Adult,Male,White,No Relation,Unknown,No,None,,,,
20191210NJSAJ,50,Adult,Female,White,No Relation,Unknown,No,None,,,,
20191211INEVE,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,,,,
20191211KSCHT,,Unknown,,Unknown,Unknown,Fled/Apprehended,No,None,,,,
20191213VAMAN,17,Teen,Male,Unknown,Student,Surrendered,No,Wounded,,,,
20191216CTCAN,Adult,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,,,,
20191219FLLEN,50,Adult,Male,Hispanic,No Relation,Fled/Apprehended,No,None,Second Degree Murder,"Second Degree Murder, Life in Prison",N/A,
20191221LAWES,34,Adult,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,two counts of second-degree battery and illegal use of weapons,,N/A,
20191228MOMAS,17,Teen,Male,Black,No Relation,Fled/Apprehended,No,None,1st degree murder,,Yes,
20200107WASOK,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,1st Degree Malicious Mischief,,No,
20200107WASOK,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,1st Degree Malicious Mischief,,No,
20200108FLGLB,,Unknown,,Unknown,Unknown,Surrendered,No,Wounded,,,,
20200110MSMCJ,13,Minor,Male,Unknown,Student,Unknown,No,None,,,,
20200111TXELD,15,Teen,Male,Black,Unknown,Surrendered,No,None,Murder,,,
20200114TXBEH,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,Manslaughter,"Guilty of manslaughter, 12 years",Yes,
20200114TXPOM,17,Teen,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,Both face charges of offenses of discharge of a firearm in certain municipalities and places weapons prohibited,,,
20200114TXPOM,17,Teen,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,Both face charges of offenses of discharge of a firearm in certain municipalities and places weapons prohibited,,,
20200117MITHH,25,Adult,Male,Unknown,Parent,Surrendered,No,None,"carrying a pistol in a vehicle in a school zone, which is a felony punishable by up to five years in prison.","pleaded guilty to possession of a weapon in a weapon free school zone, 93 days in jail",N/A,
20200117SCCAS,16,Teen,Male,Unknown,Student,Suicide,Yes,Suicide,Suicide,,,
20200119TXNOF,Adult,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,,,,
20200119TXNOF,Adult,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,,,,
20200121ILLIC,,Unknown,Male,Unknown,Unknown,Fled/Escaped,No,None,,,,
20200121NEPAL,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,,,,
20200123CAOXO,,Unknown,,Unknown,No Relation,Fled/Escaped,No,None,,,,
20200127WAROY,18,Adult,Male,Hispanic,No Relation,Fled/Apprehended,No,None,"2 counts of 2nd degree Assault, 1st degree Attempted Robbery, 1st degree Possession of a Stolen Firearm, and Possession of a Dangerous Weapon on School Grounds.",,N/A,
20200128NYMAQ,16,Teen,Male,Unknown,Student,Surrendered,No,Wounded,,,,
20200128TNWHM,18,Adult,Male,Black,Unknown,Fled/Escaped,No,None,,,,
20200128TXLUL,17,Teen,Male,Black,No Relation,Fled/Apprehended,No,None,Attempted murder,,Yes,
20200131CADEA,15,Teen,Male,Unknown,Unknown,Fled/Apprehended,No,None,warrant for homicide and for having a gun on a school campus,,No,
20200201TXHIH,Adult,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,,,,
20200203FLGEJ,,Unknown,,Unknown,No Relation,Fled/Escaped,No,None,,,,
20200204LABEA,17,Teen,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Apprehended/Killed by SRO,No,None,The brothers face charges for carrying a firearm on school property. Julian is also charged with aggravated assault with a firearm.,,,
20200205NHSEC,17,Teen,Male,Unknown,Student,Suicide,Yes,Suicide,N/A,N/A,N/A,No
20200212MOJOF,Adult,Adult,Male,Unknown,Parent,Fled/Escaped,No,None,"The father has been charged with unlawful use of a weapon, seven counts of endangering the welfare of a child, and property damage.",,N/A,
20200215DCDUW,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,,,,
20200221NMCEA,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,,,,
20200302TXNOF,Teen,Adult,Male,Unknown,Student,Apprehended/Killed by LE,No,None,"unlawful carry of a weapon, carrying in a place where weapons are prohibited and deadly conduct",,,
20200305FLSAW,55,Adult,Male,Hispanic,Security Guard,Fled/Apprehended,No,None,"possession of a firearm on school property, a third degree felony",,No,
20200310PASHN,41,Adult,Male,Unknown,Unknown,Fled/Apprehended,No,None,"charged with two counts of attempted homicide, eight counts of aggravated assault and one count of discharge of a firearm into an occupied structure. In addition, he was charged with firearms not to be carried without a license, prohibited offensive weapo","Plea deal, 3-6 year in prison with 4 years of probation",null,null
20200313TNPIR,Adult,Adult,Male,Unknown,Police Officer/SRO,Law Enforcement,No,None,,,,
20200315TXATH,20,Adult,Male,Black,Former Student,Fled/Apprehended,No,None,Murder warrant,,N/A,
20200318LABOS,Teen,Adult,Male,Unknown,Unknown,Fled/Escaped,No,None,,,,
20200324LAROM,Adult,Adult,Male,Unknown,No Relation,Fled/Apprehended,No,None,,,N/A,
20200324LAROM,26,Adult,Male,Unknown,No Relation,Fled/Apprehended,No,None,Attempted 2nd degree murder,,N/A,
20200324LAROM,Adult,Adult,Male,Unknown,No Relation,Fled/Apprehended,No,None,,,N/A,
20200330GANAS,,Unknown,,Unknown,No Relation,Fled/Apprehended,No,None,Aggrevated assault,,,
20200330GANAS,,Unknown,,Unknown,No Relation,Fled/Apprehended,No,None,Aggrevated assault,,,
20200413NEMOO,,Unknown,Male,Unknown,No Relation,Fled/Escaped,No,None,,,,
20200505CAGOV,,Unknown,,Unknown,Unknown,Fled/Escaped,No,None,,,,
20200515NCSTC,Adult,Adult,Male,White,No Relation,Fled/Apprehended,No,None,Two counts of attempted murder,,N/A,
20200519VAWEM,18,Adult,Male,Unknown,No Relation,Fled/Apprehended,No,None,"reckless handling of a firearm, shooting a firearm in a public place, shooting a firearm on school property and possession of a weapon on school grounds",,N/A,
