incidentid,race,injury,gender,schoolaffiliation,age,age category 
20210921KSEAW,N/A,Wounded,Male,Student,15,Teen
20210921KSEAW,N/A,Wounded,Male,Student,15,Teen
20210922NYSOB,N/A,Wounded,Male,Student,17,Teen
20210917VAHEH,N/A,Minor Injuries,Male,Student,Teen,Teen
20210915VASPS,N/A,None,null,Student,Child,Child
20210915VASPS,N/A,None,null,Student,Child,Child
20210915VASPS,N/A,None,null,Student,Child,Child
20210924MDWIB,N/A,Wounded,Male,No Relation,18,Adult
20210924ALFAF,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,Adult
20210903CABUB,N/A,None,Female,Bus Driver,Adult,Adult
20210903CABUB,N/A,None,null,Student,null,null
20210927ILCAC,N/A,Minor Injuries,null,Student,Child,Child
20210927ILCAC,N/A,Minor Injuries,null,Student,Child,Child
20210927ILCAC,N/A,Minor Injuries,null,Student,Child,Child
20210827PAACS,Black,Fatal,Female,Nonstudent Using Athletic Facilities/Attending Game,8,Child
20210827PAACS,N/A,Wounded,null,Student,Teen,Teen
20210827PAACS,N/A,Wounded,null,Student,Teen,Teen
20210827PAACS,N/A,Wounded,null,Nonstudent Using Athletic Facilities/Attending Game,Adult,Adult
20210827PAACS,N/A,Wounded,null,Nonstudent Using Athletic Facilities/Attending Game,Adult,Adult
20210928MESOS,N/A,Wounded,Male,Student,Teen,Teen
20210902CASAL,N/A,Wounded,Male,Student,17,Teen
20210830FLOKW,N/A,Minor Injuries,Female,Student,Teen,Teen
20210830NJWEN,N/A,Fatal,Male,Student,Teen,Teen
20210930TNCUM,N/A,Wounded,Male,Student,13,Child
20210827VAFRW,N/A,Wounded,Male,Student,15,Teen
20210827VAFRW,N/A,Wounded,Female,Student,14,Child
20210930MSNEN,N/A,Wounded,Male,Student,6,Child
20190809NJWEN,N/A,Wounded,null,Student,13,Child
20190809NJWEN,N/A,Wounded,null,Student,18,Adult
20211001TXYEH,N/A,Wounded,Male,Principal/Vice-Principal,Adult,Adult
20211001INBEI,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,16,Teen
20211001NCSEF,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,19,Adult
20211001NCSEF,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,18,Adult
20211001NCNOD,N/A,Wounded,Male,Student,17,Teen
20211004PASCP,N/A,Wounded,null,Police Officer/SRO,Adult,Adult
20211004PASCP,N/A,Wounded,null,Police Officer/SRO,Adult,Adult
20211004OHWOT,N/A,Wounded,Male,Student,17,Teen
20211006TXTIA,N/A,Wounded,Male,Student,15,Teen
20211006TXTIA,N/A,Wounded,Female,Student,Teen,Teen
20211006TXTIA,N/A,Wounded,Male,Teacher,25,Adult
20211006TXTIA,N/A,Minor Injuries,null,Student,Teen,Teen
20211007DCWAW,N/A,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,26,Adult
20211007TXEAW,N/A,Wounded,Female,Student,Teen,Teen
20211012ILWEC,N/A,Wounded,Female,Student,14,Child
20211012ILWEC,N/A,Wounded,Male,Security Guard,46,Adult
20211012MIELK,N/A,Wounded,Male,No Relation,15,Teen
20211012MIELK,N/A,Wounded,Male,No Relation,17,Teen
20211015ALWIM,N/A,Wounded,Male,null,null,null
20211015ALWIM,N/A,Wounded,Male,null,null,null
20211015ALWIM,N/A,Wounded,Male,null,null,null
20211015ALWIM,N/A,Wounded,Female,null,null,null
20211014MEREP,N/A,Fatal,null,No Relation,null,null
20211013PACHD,N/A,Minor Injuries,null,Student,Child,Child
20211013PACHD,N/A,Minor Injuries,null,Student,Child,Child
20211013PACHD,N/A,Minor Injuries,null,Student,Child,Child
20211013PACHD,N/A,Minor Injuries,null,Student,Child,Child
20211015CAKEF,N/A,Wounded,null,null,null,null
20211018PALIP,N/A,Wounded,Male,Student,16,Teen
20211018PALIP,N/A,Wounded,Male,No Relation,66,Adult
20211011ORROP,N/A,Wounded,Male,Student,Teen,Teen
20211021GABES,N/A,Minor Injuries,null,null,null,null
20211021NYPSB,N/A,Wounded,Male,No Relation,25,Adult
20211030PASTM,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,Adult
19920530DCARW,N/A,Fatal,Male,Rival School Student,Teen,Teen
19920530DCARW,N/A,Wounded,Male,Student,18,Adult
19920530DCARW,N/A,Wounded,Male,Student,15,Teen
19920530DCARW,N/A,Wounded,null,Student,Teen,Teen
19920530DCARW,N/A,Wounded,null,Student,Teen,Teen
20211108NYTHB,N/A,Wounded,Male,Student,17,Teen
19901110TXJUD,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,19,Adult
19890901VASAV,N/A,Wounded,Male,Student,15,Teen
19890901VASAV,N/A,Wounded,Male,Student,17,Teen
19871031SCANA,N/A,Wounded,null,Student,Teen,Teen
19871031SCANA,N/A,Wounded,null,Student,Teen,Teen
19871031SCANA,N/A,Wounded,null,Student,Teen,Teen
19871031SCANA,N/A,Wounded,null,Student,Teen,Teen
19871031SCANA,N/A,Wounded,null,Student,Teen,Teen
19871031SCANA,N/A,Wounded,null,Student,Teen,Teen
19871031SCANA,N/A,Wounded,null,Student,Teen,Teen
19871031SCANA,N/A,Wounded,null,Student,Teen,Teen
20211119COHIA,N/A,Wounded,Male,Student,Teen,Teen
20211119COHIA,N/A,Wounded,Male,Student,Teen,Teen
20211119COHIA,N/A,Wounded,Male,Student,Teen,Teen
20211119MDGIB,N/A,Fatal,Female,null,13,Child
20211126CAWES,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,Adult
20211126CAWES,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,Adult
20211129AZCHP,N/A,Wounded,Male,Student,16,Teen
20211130MIOXO,N/A,Fatal,Female,Student,14,Child
20211130MIOXO,White,Fatal,Female,Student,17,Teen
20211130MIOXO,N/A,Fatal,Male,Student,16,Teen
20211130MIOXO,N/A,Wounded,Female,Student,14,Child
20211130MIOXO,N/A,Wounded,Male,Student,14,Child
20211130MIOXO,N/A,Wounded,Male,Student,14,Child
20211130MIOXO,N/A,Wounded,Female,Student,17,Teen
20211130MIOXO,N/A,Wounded,Male,Student,15,Teen
20211130MIOXO,N/A,Wounded,Male,Student,17,Teen
20211130MIOXO,N/A,Fatal,Male,Student,17,Teen
20211130MIOXO,N/A,Wounded,Male,Teacher,47,Adult
20211201TXSAP,N/A,None,Male,Student,Teen,Teen
20211130TNHUH,N/A,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,21,Adult
20211130TNHUH,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,18,Adult
20211130TNHUH,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,Adult
20211102NMHIH,N/A,Wounded,Male,Student,Child,Child
20211102NMHIH,N/A,Wounded,null,Student,Child,Child
20211102NMHIH,N/A,Wounded,null,Student,Child,Child
20211102NMHIH,N/A,None,null,Teacher,Adult,Adult
20211206CAWIW,N/A,Wounded,Female,Student,9,Child
20211206CAWIW,N/A,Fatal,Male,null,13,Child
20211206CAWIW,N/A,Wounded,Female,null,30,Adult
20211203ARBLB,N/A,None,Male,No Relation,Adult,Adult
20211208MOEWK,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Teen,Teen
20211208MOEWK,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Teen,Teen
20211207ILHAC,Asian,Fatal,Male,No Relation,71,Adult
20211208KYSTL,N/A,None,null,No Relation,Adult,Adult
20211206NYSUS,N/A,Wounded,Male,Student,16,Teen
20211211FLEDL,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,Adult
20211213NCWEC,N/A,None,Male,Student,Teen,Teen
20211212NYSCR,N/A,Fatal,Male,No Relation,25,Adult
20211214VAMEN,N/A,Fatal,Male,Student,17,Teen
19930108PACRM,N/A,Wounded,Male,Student,15,Teen
19930203SCGAC,N/A,Wounded,Male,Student,20,Adult
19930203SCLEL,N/A,Wounded,Male,Student,17,Teen
19920117SCGRG,N/A,Wounded,Male,Student,18,Adult
20211229NCCAS,N/A,Wounded,Male,Student,13,Child
20211229NCCAS,N/A,Wounded,Male,Student,14,Child
19920930CAPAL,Black,Fatal,Female,Student,16,Teen
20220104ILAUR,N/A,Wounded,Male,Student,15,Teen
20220104ILAUR,N/A,Wounded,Female,Student,17,Teen
20220106CAFLS,N/A,Wounded,Male,Student,17,Teen
20220106CAFLS,N/A,Wounded,Male,Student,17,Teen
20170127ILSCN,White,Fatal,Male,Parent,37,Adult
20220117TXPYH,N/A,Fatal,Male,No Relation,Adult,Adult
20220117TXPYH,N/A,Fatal,Female,No Relation,Adult,Adult
20220119FLSES,N/A,Wounded,Male,Student,17,Teen
20220119VAMAP,N/A,Wounded,Male,Student,Teen,Teen
20220119PAPIP,Black,Fatal,Male,Student,15,Teen
20220119DCANW,N/A,None,Male,null,null,null
20220121MDMAR,N/A,Wounded,Male,Student,15,Teen
20220127TXMOH,N/A,Wounded,Female,No Relation,Adult,Adult
20220126PABAP,Black,Fatal,Male,Student,17,Teen
20220129WIBEB,N/A,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,19,Adult
20220124NVSUL,N/A,Wounded,null,null,null,null
20220201MNSOR,Black,Fatal,Male,Student,15,Teen
20220201MNSOR,N/A,Wounded,null,Student,Teen,Teen
20220201WIRUM,N/A,Wounded,Female,Student,15,Teen
20220201WIRUM,N/A,Wounded,Female,Student,15,Teen
20220201WIRUM,N/A,Wounded,Female,Student,16,Teen
20220201WIRUM,N/A,Wounded,Female,Student,17,Teen
20220201WIRUM,N/A,Wounded,Female,Nonstudent Using Athletic Facilities/Attending Game,20,Adult
20220128LACAM,N/A,None,null,Nonstudent Using Athletic Facilities/Attending Game,Adult,Adult
20220128LACAM,N/A,None,null,Nonstudent Using Athletic Facilities/Attending Game,Adult,Adult
20220204ALWEB,N/A,Wounded,null,Student,16,Teen
20220208MDCAC,N/A,Wounded,Male,Student,16,Teen
20220209NYMCB,N/A,Wounded,Male,Student,13,Child
20220209NYMCB,N/A,Wounded,Male,Police Officer/SRO,Adult,Adult
20220209MNMIM,N/A,Wounded,null,Bus Driver,Adult,Adult
20220208MDCAC,N/A,Wounded,null,Student,16,Teen
20220211DCEAW,N/A,Wounded,Male,null,Adult,Adult
20220201ILALC,N/A,Wounded,Female,No Relation,16,Teen
20220217WAMCG,N/A,Wounded,Male,Gang Member,Adult,Adult
20220219VACAC,N/A,Fatal,Male,null,17,Teen
20220218MATET,N/A,Minor Injuries,Female,Student,Teen,Teen
20220218MATET,N/A,Minor Injuries,null,Student,Teen,Teen
20220218MATET,N/A,Minor Injuries,null,Student,Teen,Teen
20220218MATET,N/A,Minor Injuries,null,Student,Teen,Teen
20220218MATET,N/A,Minor Injuries,null,Student,Teen,Teen
20220218MATET,N/A,Minor Injuries,null,Student,Teen,Teen
20220218MATET,N/A,Minor Injuries,null,Student,Teen,Teen
20220220OKWIW,N/A,Wounded,Male,Police Officer/SRO,Adult,Adult
20220221MDJOH,N/A,Fatal,Male,No Relation,18,Adult
20220220MSMCM,N/A,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,6,Child
20220220MSMCM,N/A,Wounded,null,null,null,null
20220220MSMCM,N/A,Wounded,null,null,null,null
20220220MSMCM,N/A,Wounded,null,null,null,null
20220220MSMCM,N/A,Wounded,null,null,null,null
20220222COLIP,N/A,Fatal,Male,No Relation,Adult,Adult
20220225NMWEA,N/A,Fatal,Male,Student,16,Teen
20220222TXALH,N/A,Fatal,Male,No Relation,Adult,Adult
20220227DCDUW,N/A,Fatal,Male,No Relation,32,Adult
20220228NYBOB,N/A,Wounded,Male,Student,14,Child
20220303MIJWL,N/A,Wounded,Male,null,17,Teen
20220304KSOLO,N/A,Wounded,Male,Police Officer/SRO,Adult,Adult
20220304KSOLO,N/A,Wounded,Male,Principal/Vice-Principal,Adult,Adult
20220307IAEAD,Hispanic,Fatal,Male,Former Student,15,Teen
20220307IAEAD,N/A,Wounded,Female,Student,16,Teen
20220307IAEAD,N/A,Wounded,Female,Student,18,Adult
20220309TXNOH,N/A,Wounded,Female,Student,17,Teen
20220309FLNOM,N/A,Wounded,Male,Student,17,Teen
20220309FLNOM,N/A,Wounded,Male,Student,18,Adult
20220309FLNOM,N/A,Wounded,null,Student,Teen,Teen
20220310MDCOL,N/A,Fatal,Male,null,Adult,Adult
20220311OHFAP,N/A,None,Male,No Relation,43,Adult
20220311CADER,N/A,Minor Injuries,Male,Student,Teen,Teen
20220310TNHAM,N/A,None,null,Student,Child,Child
20220310TNHAM,N/A,None,null,Student,Child,Child
20220310TNHAM,N/A,None,null,Student,Child,Child
20220310TNHAM,N/A,None,null,Student,Child,Child
20220310TNHAM,N/A,None,null,Student,Child,Child
20220315WAEIY,N/A,Fatal,Male,Student,16,Teen
20220315WAEIY,N/A,Wounded,Male,Student,18,Adult
20220315MATEB,N/A,Wounded,null,Student,17,Teen
20220315MATEB,N/A,Wounded,null,Teacher,31,Adult
20220315MDPAB,N/A,Wounded,Male,Student,18,Adult
20220318ILBAB,N/A,Minor Injuries,Male,Student,Teen,Teen
20220318ILBAB,N/A,Minor Injuries,Male,Student,Teen,Teen
20220319ALCEL,N/A,None,Male,No Relation,Adult,Adult
20220321MIMAK,N/A,None,Male,Parent,Adult,Adult
20220318RICEP,N/A,Minor Injuries,null,Other Staff,Adult,Adult
20220322FLNEN,N/A,Minor Injuries,Female,Other Staff,Adult,Adult
20220328NCOAC,N/A,Wounded,Male,No Relation,16,Teen
20220329NVWEL,N/A,Wounded,Male,Student,16,Teen
20220329NVWEL,N/A,Wounded,Male,Nonstudent,Teen,Teen
20220329NVWEL,N/A,Minor Injuries,Female,Student,Teen,Teen
20220331SCTAG,Black,Fatal,Male,Student,12,Child
20220330AZKIK,N/A,Wounded,Male,Student,15,Teen
20220405PAERE,N/A,Wounded,null,Student,Teen,Teen
20220406ORROP,N/A,Wounded,null,null,Adult,Adult
20220410MALYL,N/A,Fatal,Male,No Relation,20,Adult
20220406WASTM,N/A,None,null,Student,Child,Child
20220406WASTM,N/A,None,null,Student,Child,Child
20220413MISHS,N/A,Minor Injuries,null,Student,Child,Child
20220414MSNEP,N/A,Wounded,Male,Student,Teen,Teen
20220414MSNEP,N/A,Minor Injuries,Male,Student,Teen,Teen
20220414MSNEP,N/A,Wounded,Male,Student,Teen,Teen
20220415VAGAW,N/A,Wounded,Female,Student,Teen,Teen
20220403INBLB,N/A,Wounded,Male,null,17,Teen
20220416IAMED,N/A,Wounded,null,null,Adult,Adult
20220421NDMOM,N/A,Fatal,Male,null,34,Adult
20220422DCEDW,N/A,Wounded,Male,Security Guard,Adult,Adult
20220422DCEDW,N/A,Wounded,Female,No Relation,Adult,Adult
20220422DCEDW,N/A,Wounded,Female,Parent,Adult,Adult
20220422DCEDW,N/A,Wounded,Female,Student,12,Child
20220424MOHAF,N/A,Fatal,Male,No Relation,Adult,Adult
20220426GASOM,Black,Fatal,Male,null,15,Teen
20220427TXMOS,N/A,Wounded,Male,No Relation,Adult,Adult
20220422DCEDW,N/A,Minor Injuries,Female,Student,16,Teen
20220501OHHAC,N/A,Fatal,Male,null,Adult,Adult
20220501VALOM,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,Adult
20220501VALOM,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,Adult
20220430PAMCJ,N/A,None,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult,Adult
20220509GARIS,N/A,Minor Injuries,Female,Bus Driver,Adult,Adult
20220509NYEDS,N/A,Fatal,Male,null,26,Adult
20220511FLJAJ,N/A,Wounded,Male,Student,17,Teen
20220512TXHEH,N/A,Wounded,null,Student,Teen,Teen
20220513FLALW,N/A,Fatal,Male,Former Student,33,Adult
20220512ARHOH,N/A,Fatal,Male,null,39,Adult
20220512ARHOH,N/A,Wounded,null,null,null,null
20220512ARHOH,N/A,Wounded,null,null,null,null
20220513GASOM,N/A,Wounded,Male,null,21,Adult
20220515ILMEP,N/A,Wounded,Male,No Relation,17,Teen
20220517ILWAC,N/A,Wounded,Male,Student,7,Child
20220515NHBEB,N/A,Minor Injuries,Male,No Relation,13,Child
20220515NHBEB,N/A,Minor Injuries,Female,No Relation,12,Child
20220518TNRIM,N/A,Fatal,Male,Student,18,Adult
20220518TNRIM,N/A,Wounded,null,null,null,null
20220519LAHAH,N/A,Wounded,null,null,Adult,Adult
20220519LAHAH,N/A,Wounded,null,null,Adult,Adult
20220519LAHAH,N/A,Wounded,null,null,Adult,Adult
20220519LAHAH,N/A,Minor Injuries,null,null,Adult,Adult
20220519MIEAK,N/A,Wounded,Female,Relative,40,Adult
20220519MIEAK,N/A,Wounded,Male,Relative,16,Teen
20220520VAPOD,N/A,None,Male,Student,Teen,Teen
20220520TNEAC,N/A,Fatal,Male,No Relation,25,Adult
20220520OHCAC,N/A,Minor Injuries,null,Bus Driver,Adult,Adult
20220523PASIP,N/A,Wounded,Male,Student,15,Teen
20220523PASIP,N/A,Wounded,Male,Student,16,Teen
20220523PASIP,N/A,Wounded,Male,Student,17,Teen
20220524TXROU,N/A,Fatal,null,Student,Child,Child
20220524TXROU,N/A,Fatal,null,Student,Child,Child
20220524TXROU,N/A,Fatal,null,Student,Child,Child
20220524TXROU,N/A,Fatal,null,Student,Child,Child
20220524TXROU,N/A,Fatal,null,Student,Child,Child
20220524TXROU,N/A,Fatal,null,Student,Child,Child
20220524TXROU,N/A,Fatal,null,Student,Child,Child
20220524TXROU,N/A,Fatal,null,Student,Child,Child
20220524TXROU,N/A,Fatal,null,Student,Child,Child
20220524TXROU,N/A,Fatal,null,Student,Child,Child
20220524TXROU,N/A,Fatal,null,Student,Child,Child
20220524TXROU,N/A,Fatal,null,Student,Child,Child
20220524TXROU,N/A,Fatal,null,Student,Child,Child
20220524TXROU,N/A,Wounded,null,Student,Child,Child
20220524TXROU,N/A,Fatal,null,Student,Child,Child
20220524TXROU,N/A,Fatal,null,Student,Child,Child
20220524TXROU,N/A,Fatal,null,Student,Child,Child
20220524TXROU,N/A,Fatal,null,Student,Child,Child
20220524TXROU,N/A,Fatal,null,Student,Child,Child
20220524TXROU,N/A,Fatal,Female,Teacher,Adult,Adult
20220524TXROU,N/A,Fatal,null,Teacher,Adult,Adult
20220524TXROU,N/A,Wounded,null,Student,Child,Child
20220524TXROU,N/A,Wounded,null,Student,Child,Child
20220524TXROU,N/A,Wounded,null,Student,Child,Child
20220524TXROU,N/A,Wounded,null,null,Adult,Adult
20220524DCPOW,N/A,Wounded,Male,No Relation,19,Adult
20220524TXROU,N/A,Wounded,null,null,null,null
20220524TXROU,N/A,Wounded,null,null,null,null
20220524TXROU,N/A,Wounded,null,null,null,null
20220524TXROU,N/A,Wounded,null,null,null,null
20220524TXROU,N/A,Wounded,null,null,null,null
20220524TXROU,N/A,Wounded,null,null,null,null
20220524TXROU,N/A,Wounded,null,null,null,null
20220524TXROU,N/A,Wounded,null,null,null,null
20220524TXROU,N/A,Wounded,null,null,null,null
20220524TXROU,N/A,Wounded,null,null,null,null
20220524TXROU,N/A,Wounded,null,null,null,null
20220524TXROU,N/A,Wounded,null,null,null,null
20220524TXROU,N/A,Wounded,null,null,null,null
20220524TXROU,N/A,Wounded,null,null,null,null
20220526SCMEG,N/A,Fatal,Male,No Relation,31,Adult
20220529ILDAC,N/A,Wounded,Female,null,16,Teen
20220529ILDAC,N/A,Wounded,Male,null,33,Adult
20220529ILDAC,N/A,Wounded,Male,null,21,Adult
20220529ILDAC,N/A,Wounded,Male,null,21,Adult
20220529ILDAC,N/A,Wounded,Female,null,21,Adult
20220530CAHEL,N/A,Wounded,Male,No Relation,20,Adult
20220531LAMON,Black,Fatal,Female,Relative,80,Adult
20220531LAMON,N/A,Wounded,Male,Relative,Adult,Adult
20220531LAMON,N/A,Wounded,Male,Relative,Adult,Adult
20220601CAULL,N/A,Wounded,Male,Student,16,Teen
